id;user_id;news_id;comment_id;comment;created;likes_cnt;dislikes_cnt;needs_mod
1136;16;53;;amet lobortis sapien sapien non mi integer ac neque;2015-05-19 19:04:00;39;133;0
1137;228;872;;orci eget orci vehicula condimentum curabitur in;2016-12-18 17:13:00;184;69;0
1138;225;320;365;turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate;2016-04-14 04:12:00;93;57;0
1139;289;570;;condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam;2017-10-24 18:18:00;78;20;0
1140;80;148;;sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit;2016-03-16 21:22:00;185;121;0
1141;159;31;;sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede;2018-01-27 19:45:00;18;125;0
1142;33;679;;vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a;2015-02-22 21:11:00;93;0;0
1143;156;703;;sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis;2017-12-25 08:14:00;0;146;0
1144;64;898;;at nunc commodo placerat praesent blandit nam nulla integer pede justo;2017-10-06 03:19:00;11;35;0
1145;125;97;;in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a;2016-09-12 16:28:00;63;194;0
1146;152;171;;dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit;2017-08-23 13:45:00;13;144;0
1147;273;225;868;massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam;2018-01-24 12:27:00;28;146;1
1148;291;366;;a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla;2017-07-14 12:26:00;119;104;0
1149;198;51;;suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet;2016-12-23 04:25:00;112;42;0
1150;126;748;765;nunc nisl duis;2017-10-26 09:08:00;112;190;0
1151;70;557;;urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt;2016-05-20 09:59:00;80;110;0
1152;65;763;;lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor;2015-07-14 02:47:00;131;179;0
1153;15;786;;porttitor pede justo eu massa donec dapibus duis;2015-06-02 13:24:00;69;181;0
1154;179;393;;eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum;2017-02-02 07:09:00;124;181;0
1155;208;275;96;pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis;2016-06-03 17:31:00;167;82;0
1157;279;401;;tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui;2016-02-07 09:06:00;141;9;0
1158;62;114;;morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar;2016-09-18 10:24:00;114;27;0
1159;295;662;519;orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien;2016-01-20 23:53:00;36;196;0
1161;14;358;;tortor risus dapibus augue;2017-12-31 16:01:00;85;70;0
1162;146;625;939;sed tincidunt eu felis fusce posuere felis sed lacus morbi;2015-04-22 21:10:00;194;156;0
1163;284;887;;potenti in eleifend quam a odio;2015-05-27 06:57:00;33;56;0
1164;117;706;662;pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla;2015-03-19 03:36:00;20;76;0
1165;34;349;;tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa;2016-12-19 17:24:00;157;2;0
1167;49;53;;ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed;2017-05-25 12:39:00;182;20;0
1168;160;314;;justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum;2017-06-08 22:28:00;33;111;1
1170;138;698;;lacus curabitur at;2015-02-10 18:48:00;185;32;0
1171;233;605;;in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus;2016-12-24 05:11:00;101;151;0
1172;188;166;;congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo;2015-04-28 12:30:00;68;46;0
1173;137;399;;vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam;2016-03-07 10:28:00;115;60;0
1175;258;156;;praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer;2016-07-07 02:43:00;180;168;0
1176;14;166;;aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non;2015-12-26 00:50:00;200;141;0
1177;252;244;;at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor;2017-02-04 20:36:00;24;167;0
1178;136;812;484;turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis;2017-01-13 06:15:00;177;136;0
1179;32;85;;rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia;2018-02-02 03:43:00;142;199;0
1180;271;712;;praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in;2015-02-11 04:58:00;197;148;0
1181;139;42;;nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec;2016-11-19 13:37:00;175;170;0
1183;96;26;;ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium;2017-05-06 22:59:00;184;172;0
1184;24;553;;rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut;2015-02-11 21:06:00;102;165;0
1185;238;620;;luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl;2016-06-04 21:30:00;166;129;0
1186;254;43;;orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel;2015-10-13 18:35:00;67;3;0
1187;100;204;;cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel;2016-06-13 00:44:00;151;145;0
1188;207;791;;nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec;2016-08-28 22:50:00;151;97;0
1189;222;849;;tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse;2016-04-20 00:56:00;55;48;1
1191;54;354;;tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum;2015-09-23 21:26:00;70;154;0
1192;217;99;289;condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt;2016-01-26 18:03:00;66;114;0
1193;22;272;;sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh;2015-07-26 09:06:00;17;89;0
1194;259;66;747;nonummy integer non velit donec diam neque;2016-03-27 20:02:00;79;19;0
1196;241;390;;orci mauris lacinia sapien quis libero nullam sit amet turpis;2015-05-06 07:15:00;138;124;0
1198;197;51;;elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet;2016-12-20 00:24:00;98;39;0
1199;163;379;;aliquam sit amet diam in magna bibendum;2015-05-18 16:43:00;13;120;0
1200;87;420;;cras pellentesque volutpat dui maecenas tristique est;2016-11-01 02:58:00;81;12;0
1202;60;724;645;lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis;2015-08-21 13:31:00;158;182;0
1203;93;304;;molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst;2015-03-26 19:49:00;154;119;0
1204;31;777;;sapien quis libero;2016-02-24 12:42:00;76;29;0
1205;135;15;;cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci;2015-03-29 13:11:00;27;62;0
1206;89;745;;sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris;2016-02-28 01:47:00;127;73;0
1207;4;795;;morbi odio odio elementum eu interdum eu tincidunt in leo;2017-01-17 06:25:00;186;145;0
1208;283;12;;pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec;2016-09-20 11:38:00;97;69;0
1209;112;908;;luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem;2017-02-17 13:20:00;100;127;0
1210;245;73;;morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis;2015-09-07 13:11:00;195;48;1
1211;272;643;179;vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer;2017-12-08 00:48:00;5;126;0
1212;176;593;;leo odio porttitor id consequat;2016-03-17 04:10:00;35;142;0
1213;195;384;;volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea;2016-05-02 02:34:00;64;176;0
1214;44;905;940;eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia;2015-07-03 20:09:00;177;125;0
1216;85;142;877;enim blandit mi in porttitor pede justo eu massa donec dapibus duis;2017-03-31 23:01:00;146;11;0
1217;259;738;;lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at;2016-10-18 22:36:00;17;7;0
1218;32;549;;at ipsum ac tellus semper interdum mauris ullamcorper;2016-05-05 14:53:00;156;191;0
1219;139;402;;praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum;2015-03-27 11:04:00;178;6;0
1220;190;701;;maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus;2016-08-31 01:10:00;189;132;0
1222;45;748;1150;sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus;2016-06-24 16:07:00;33;67;0
1223;136;229;34;nam congue risus semper porta volutpat quam pede lobortis ligula sit amet;2017-10-03 14:33:00;71;80;0
1225;191;73;;turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia;2017-10-29 14:45:00;48;59;0
1226;16;322;;erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien;2015-07-28 01:32:00;169;102;0
1227;230;524;;mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut;2016-01-23 22:32:00;137;86;0
1229;75;244;;ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id;2016-11-22 16:43:00;125;71;0
1230;147;197;;nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse;2017-07-20 00:26:00;135;6;0
1231;7;209;;est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam;2015-02-28 16:11:00;17;48;1
1232;125;145;;quisque porta volutpat erat quisque erat eros;2016-04-15 11:28:00;149;78;0
1233;85;68;;metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis;2016-05-05 14:49:00;90;23;0
1234;73;212;;vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat;2015-11-18 09:34:00;194;40;0
1235;23;448;;vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut;2015-04-09 04:57:00;68;140;0
1236;294;100;;mattis egestas metus aenean fermentum donec ut mauris eget massa;2015-04-08 06:41:00;85;175;0
1237;13;559;;nulla ut erat id;2016-08-17 06:31:00;12;176;0
1238;109;102;;in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut;2015-09-04 14:20:00;94;186;0
1239;59;3;;donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis;2017-03-23 19:35:00;195;44;0
1240;296;757;;donec semper sapien a libero nam dui proin;2015-06-28 11:16:00;166;57;0
1241;37;503;;justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget;2017-05-09 13:00:00;163;27;0
1242;136;130;;in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum;2016-12-17 17:34:00;15;30;0
1244;80;59;;duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere;2015-03-03 19:57:00;166;174;0
1246;253;722;;sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien;2017-12-28 12:35:00;182;63;0
1248;87;663;;ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec;2016-09-23 11:21:00;180;3;0
1249;160;566;;ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus;2017-09-10 15:07:00;43;48;0
1250;278;417;;in faucibus orci luctus et ultrices posuere cubilia curae donec;2017-05-15 19:31:00;142;92;0
1251;255;44;551;ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi;2017-11-14 10:56:00;55;0;0
1252;231;707;;nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt;2016-02-29 16:22:00;140;170;1
1253;104;199;;convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia;2016-04-07 17:30:00;139;82;0
1254;231;193;;vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia;2015-12-01 14:08:00;144;50;0
1256;78;693;;mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum;2015-11-18 16:58:00;100;148;0
1257;274;776;;amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci;2016-04-25 09:42:00;156;148;0
1258;109;724;80;odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus;2015-12-06 15:58:00;87;144;0
1259;21;861;;natoque penatibus et;2017-11-19 12:50:00;22;189;0
1260;174;441;;quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis;2016-05-08 22:49:00;127;37;0
1261;153;700;;amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue;2017-02-17 03:48:00;164;82;0
1262;66;233;;nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed;2018-01-13 15:24:00;50;104;0
1263;263;23;1035;aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper;2016-05-07 05:37:00;124;72;0
1264;249;126;;aliquam convallis nunc proin at;2016-01-09 06:23:00;140;27;0
1266;288;788;;nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem;2015-05-31 11:47:00;131;58;0
1267;125;889;1008;mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere;2017-06-26 22:10:00;15;96;0
1268;285;111;;blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem;2016-03-10 21:47:00;9;138;0
1269;130;198;;mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia;2016-10-26 11:35:00;126;129;0
1270;252;358;;libero nam dui proin leo odio porttitor id consequat in consequat ut;2018-02-03 00:06:00;175;135;0
1271;212;822;1119;blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in;2015-09-26 00:38:00;100;10;0
1273;25;58;;eu magna vulputate luctus cum sociis natoque penatibus et magnis;2015-07-17 02:52:00;150;15;1
1274;241;319;265;tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi;2016-12-18 15:29:00;199;197;0
1275;149;531;;rutrum nulla tellus in sagittis;2017-02-14 09:31:00;73;38;0
1276;167;322;894;sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet;2015-08-10 04:10:00;142;4;0
1277;115;70;;porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque;2017-04-17 00:07:00;52;124;0
1278;201;211;;felis sed interdum venenatis turpis enim;2016-08-22 12:54:00;89;111;0
1279;219;425;;pede lobortis ligula sit amet eleifend pede;2016-05-24 15:22:00;129;55;0
1280;269;61;;aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam;2016-06-17 18:11:00;134;88;0
1281;69;166;;neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus;2016-06-18 15:43:00;121;175;0
1283;197;723;954;nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes;2015-12-13 22:30:00;115;199;0
1284;188;525;;orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis;2015-04-12 07:14:00;24;112;0
1285;74;197;;consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed;2015-10-25 02:26:00;61;72;0
1286;289;838;;amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet;2016-12-17 08:53:00;180;72;0
1287;206;880;775;aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam;2016-01-15 03:45:00;34;134;0
1288;20;369;;non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero;2016-04-11 02:41:00;164;30;0
1289;229;7;;tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed;2018-01-14 22:50:00;129;165;0
1290;207;37;;sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus;2017-10-24 12:27:00;53;44;0
1291;300;913;;etiam faucibus cursus urna ut tellus;2015-10-01 02:25:00;175;64;0
1292;219;91;;ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at;2017-09-26 19:51:00;193;171;0
1293;236;52;;habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi;2015-11-24 03:10:00;58;52;0
1294;37;22;;pellentesque at nulla suspendisse potenti cras in;2017-12-09 20:33:00;79;93;1
1295;217;746;;duis faucibus accumsan odio curabitur convallis duis consequat dui nec;2015-12-07 07:02:00;120;159;0
1296;65;95;;ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et;2016-01-21 15:00:00;96;112;0
1297;231;728;;sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat;2015-02-23 09:44:00;84;198;0
1298;224;904;810;felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue;2017-12-11 12:04:00;45;119;0
1299;217;510;;risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis;2017-10-28 05:25:00;191;154;0
1300;71;581;;ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus;2017-06-09 23:57:00;135;151;0
1301;245;836;;platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat;2016-10-18 21:39:00;76;137;0
